timestamp,relative_time (seg),id,value
1562356429199,14.03,0xa7,"{'D1_DC_Bus_Voltage': 607.6, 'D4_VBC_Vq_Voltage': -12.5, 'D3_VAB_Vd_Voltage': 0.0, 'D2_Output_Voltage': 12.4}"
1562356430200,15.031,0xa6,"{'D1_Phase_A_Current': 0.5, 'D2_Phase_B_Current': -0.6000000000000001, 'D3_Phase_C_Current': -1.5, 'D4_DC_Bus_Current': 0.0}"
1562356431201,16.032,0xc0,"{'Speed_Mode_Enable': 0, 'Inverter_Discharge': 'Discharge Disable', 'Torque_Limit_Command': 0.0, 'Inverter_Enable': 'Turn the Inverter ON', 'Direction_Command': 'CW', 'Speed_Command': 0, 'Torque_Command': 1.0}"
1562356432205,17.036,0xad,"{'D4_Iq_Command': -1.5, 'D2_Flux_Weakening_Output': 0.0, 'D1_Modulation_Index': 0.041600000000000005, 'D3_Id_Command': 0.0}"
1562356433203,18.034,0xac,"{'D1_Commanded_Torque': 0.9, 'D3_Power_On_Timer': 522.282, 'D2_Torque_Feedback': 0.1}"
1562356434204,19.035,0xa6,"{'D1_Phase_A_Current': 0.30000000000000004, 'D2_Phase_B_Current': 0.2, 'D3_Phase_C_Current': -2.1, 'D4_DC_Bus_Current': 0.0}"
1562356435208,20.039,0xac,"{'D1_Commanded_Torque': 0.9, 'D3_Power_On_Timer': 524.289, 'D2_Torque_Feedback': -0.9}"
1562356436208,21.039,0xa8,"{'D3_Id': 0.0, 'D2_Flux_Feedback': -4.593, 'D1_Flux_Command': 0.051000000000000004, 'D4_Iq': -0.5}"
1562356437209,22.04,0xa7,"{'D1_DC_Bus_Voltage': 607.4, 'D4_VBC_Vq_Voltage': -11.9, 'D3_VAB_Vd_Voltage': 0.0, 'D2_Output_Voltage': 11.9}"
1562356438210,23.041,0xa3,"{'D1_Analog_Input_1': 4.92, 'D6_Analog_Input_6': 4.93, 'D4_Analog_Input_4': 4.92, 'D3_Analog_Input_3': 4.92, 'D2_Analog_Input_2': 2.08, 'D5_Analog_Input_5': 4.93}"
1562356439213,24.044,0xad,"{'D4_Iq_Command': -1.4000000000000001, 'D2_Flux_Weakening_Output': 0.0, 'D1_Modulation_Index': 0.042800000000000005, 'D3_Id_Command': 0.0}"
1562356440213,25.044,0xa8,"{'D3_Id': 0.30000000000000004, 'D2_Flux_Feedback': -4.593, 'D1_Flux_Command': 0.051000000000000004, 'D4_Iq': -3.0}"
1562356441214,26.045,0xa3,"{'D1_Analog_Input_1': 4.92, 'D6_Analog_Input_6': 4.93, 'D4_Analog_Input_4': 4.93, 'D3_Analog_Input_3': 4.92, 'D2_Analog_Input_2': 2.08, 'D5_Analog_Input_5': 4.93}"
1562356442219,27.05,0xac,"{'D1_Commanded_Torque': 0.9, 'D3_Power_On_Timer': 531.3, 'D2_Torque_Feedback': -1.6}"
1562356443219,28.05,0xa8,"{'D3_Id': -0.5, 'D2_Flux_Feedback': -4.593, 'D1_Flux_Command': 0.051000000000000004, 'D4_Iq': -2.0}"
1562356444220,29.051,0xa5,"{'D2_Motor_Speed': 181, 'D1_Motor_Angle_Electrical': 224.5, 'D3_Electrical_Output_Frequency': 30.200000000000003, 'D4_Delta_Resolver_Filtered': -89.2}"
1562356445227,30.058,0xae,"{'D3_DateCode_MMDD': 1297, 'D2_SW_Version': 6580, 'D4_DateCode_YYYY': 8216, 'D1_Project_Code_EEP_Ver': 16}"
1562356446228,31.059,0xac,"{'D1_Commanded_Torque': 0.9, 'D3_Power_On_Timer': 535.197, 'D2_Torque_Feedback': -1.6}"
1562356447229,32.06,0xa5,"{'D2_Motor_Speed': 179, 'D1_Motor_Angle_Electrical': 35.2, 'D3_Electrical_Output_Frequency': 29.8, 'D4_Delta_Resolver_Filtered': -89.2}"
1562356448232,33.063,0xac,"{'D1_Commanded_Torque': 0.9, 'D3_Power_On_Timer': 537.186, 'D2_Torque_Feedback': -0.7000000000000001}"
1562356449237,34.068,0xad,"{'D4_Iq_Command': -1.2000000000000002, 'D2_Flux_Weakening_Output': 0.0, 'D1_Modulation_Index': 0.04, 'D3_Id_Command': 0.0}"
1562356450238,35.069,0xac,"{'D1_Commanded_Torque': 0.9, 'D3_Power_On_Timer': 539.184, 'D2_Torque_Feedback': -1.2000000000000002}"
1562356451240,36.071,0xab,"{'D1_Post_Fault_Lo': 0, 'D3_Run_Fault_Lo': 0, 'D4_Run_Fault_Hi': 0, 'D2_Post_Fault_Hi': 0}"
1562356452241,37.072,0xac,"{'D1_Commanded_Torque': 0.9, 'D3_Power_On_Timer': 541.317, 'D2_Torque_Feedback': -1.2000000000000002}"
1562356453244,38.075,0xad,"{'D4_Iq_Command': -1.1, 'D2_Flux_Weakening_Output': 0.0, 'D1_Modulation_Index': 0.0383, 'D3_Id_Command': 0.0}"
1562356454242,39.073,0xc0,"{'Speed_Mode_Enable': 0, 'Inverter_Discharge': 'Discharge Disable', 'Torque_Limit_Command': 0.0, 'Inverter_Enable': 'Turn the Inverter ON', 'Direction_Command': 'CW', 'Speed_Command': 0, 'Torque_Command': 1.0}"
1562356455244,40.075,0xac,"{'D1_Commanded_Torque': 0.9, 'D3_Power_On_Timer': 544.323, 'D2_Torque_Feedback': -1.4000000000000001}"
1562356456244,41.075,0xa4,"{'D2_Digital_Input_2': 0, 'D7_Digital_Input_7': 0, 'D3_Digital_Input_3': 0, 'D1_Digital_Input_1': 0, 'D8_Digital_Input_8': 0, 'D5_Digital_Input_5': 0, 'D6_Digital_Input_6': 0, 'D4_Digital_Input_4': 0}"
1562356457249,42.08,0xac,"{'D1_Commanded_Torque': 0.9, 'D3_Power_On_Timer': 546.33, 'D2_Torque_Feedback': -1.1}"
1562356458249,43.08,0xa8,"{'D3_Id': 0.5, 'D2_Flux_Feedback': -4.593, 'D1_Flux_Command': 0.051000000000000004, 'D4_Iq': -2.1}"
1562356459250,44.081,0xa3,"{'D1_Analog_Input_1': 4.92, 'D6_Analog_Input_6': 4.93, 'D4_Analog_Input_4': 4.92, 'D3_Analog_Input_3': 4.92, 'D2_Analog_Input_2': 2.08, 'D5_Analog_Input_5': 4.92}"
1562356460254,45.085,0xac,"{'D1_Commanded_Torque': 0.9, 'D3_Power_On_Timer': 549.336, 'D2_Torque_Feedback': -1.1}"
1562356461255,46.086,0xa8,"{'D3_Id': -1.0, 'D2_Flux_Feedback': -4.593, 'D1_Flux_Command': 0.051000000000000004, 'D4_Iq': -3.1}"
1562356462256,47.087,0xa7,"{'D1_DC_Bus_Voltage': 607.6, 'D4_VBC_Vq_Voltage': -11.9, 'D3_VAB_Vd_Voltage': 0.0, 'D2_Output_Voltage': 11.9}"
1562356463257,48.088,0xa6,"{'D1_Phase_A_Current': 0.9, 'D2_Phase_B_Current': 2.2, 'D3_Phase_C_Current': 0.8, 'D4_DC_Bus_Current': 0.0}"
1562356464261,49.092,0xad,"{'D4_Iq_Command': -1.4000000000000001, 'D2_Flux_Weakening_Output': 0.0, 'D1_Modulation_Index': 0.042300000000000004, 'D3_Id_Command': 0.0}"
1562356465262,50.093,0xac,"{'D1_Commanded_Torque': 0.9, 'D3_Power_On_Timer': 554.34, 'D2_Torque_Feedback': 1.6}"
1562356466263,51.094,0xab,"{'D1_Post_Fault_Lo': 0, 'D3_Run_Fault_Lo': 0, 'D4_Run_Fault_Hi': 0, 'D2_Post_Fault_Hi': 0}"
1562356467264,52.095,0xaa,"{'D4_Inverter_Run_Mode': 0, 'D3_Relay_3_Status': 1, 'D3_Relay_5_Status': 0, 'D3_Relay_4_Status': 0, 'D7_BMS_Active': 0, 'D5_Inverter_Command_Mode': 0, 'D2_Inverter_State': 'Idle Run', 'D3_Relay_2_Status': 0, 'D4_Inverter_Discharge_State': 0, 'D6_Inverter_Enable_Lockout': 0, 'D3_Relay_6_Status': 0, 'D6_Inverter_Enable_State': 1, 'D7_BMS_Torque_Limiting': 0, 'D1_VSM_State': 'Motor Running State', 'D3_Relay_1_Status': 0, 'D7_Direction_Command': 0}"
1562356468265,53.096,0xa8,"{'D3_Id': 1.3, 'D2_Flux_Feedback': -4.593, 'D1_Flux_Command': 0.051000000000000004, 'D4_Iq': 1.6}"
1562356469266,54.097,0xa7,"{'D1_DC_Bus_Voltage': 607.4, 'D4_VBC_Vq_Voltage': -13.3, 'D3_VAB_Vd_Voltage': 0.30000000000000004, 'D2_Output_Voltage': 13.3}"
1562356470267,55.098,0xa6,"{'D1_Phase_A_Current': 1.5, 'D2_Phase_B_Current': 0.7000000000000001, 'D3_Phase_C_Current': 3.1, 'D4_DC_Bus_Current': 0.0}"
1562356471268,56.099,0xa7,"{'D1_DC_Bus_Voltage': 607.8000000000001, 'D4_VBC_Vq_Voltage': -13.100000000000001, 'D3_VAB_Vd_Voltage': 0.4, 'D2_Output_Voltage': 13.100000000000001}"
1562356472269,57.1,0xaa,"{'D4_Inverter_Run_Mode': 0, 'D3_Relay_3_Status': 1, 'D3_Relay_5_Status': 0, 'D3_Relay_4_Status': 0, 'D7_BMS_Active': 0, 'D5_Inverter_Command_Mode': 0, 'D2_Inverter_State': 'Idle Run', 'D3_Relay_2_Status': 0, 'D4_Inverter_Discharge_State': 0, 'D6_Inverter_Enable_Lockout': 0, 'D3_Relay_6_Status': 0, 'D6_Inverter_Enable_State': 1, 'D7_BMS_Torque_Limiting': 0, 'D1_VSM_State': 'Motor Running State', 'D3_Relay_1_Status': 0, 'D7_Direction_Command': 0}"
1562356473270,58.101,0xa8,"{'D3_Id': 1.5, 'D2_Flux_Feedback': -4.593, 'D1_Flux_Command': 0.051000000000000004, 'D4_Iq': -0.2}"
1562356474271,59.102,0xa5,"{'D2_Motor_Speed': 180, 'D1_Motor_Angle_Electrical': 99.9, 'D3_Electrical_Output_Frequency': 29.900000000000002, 'D4_Delta_Resolver_Filtered': -89.4}"
1562356475272,60.103,0xc0,"{'Speed_Mode_Enable': 0, 'Inverter_Discharge': 'Discharge Disable', 'Torque_Limit_Command': 0.0, 'Inverter_Enable': 'Turn the Inverter ON', 'Direction_Command': 'CW', 'Speed_Command': 0, 'Torque_Command': 1.0}"
1562356476277,61.108,0xad,"{'D4_Iq_Command': -1.3, 'D2_Flux_Weakening_Output': 0.0, 'D1_Modulation_Index': 0.038900000000000004, 'D3_Id_Command': 0.0}"
1562356477279,62.11,0xac,"{'D1_Commanded_Torque': 0.9, 'D3_Power_On_Timer': 566.337, 'D2_Torque_Feedback': -1.7000000000000002}"
1562356478279,63.11,0xab,"{'D1_Post_Fault_Lo': 0, 'D3_Run_Fault_Lo': 0, 'D4_Run_Fault_Hi': 0, 'D2_Post_Fault_Hi': 0}"
1562356479280,64.111,0xaa,"{'D4_Inverter_Run_Mode': 0, 'D3_Relay_3_Status': 1, 'D3_Relay_5_Status': 0, 'D3_Relay_4_Status': 0, 'D7_BMS_Active': 0, 'D5_Inverter_Command_Mode': 0, 'D2_Inverter_State': 'Idle Run', 'D3_Relay_2_Status': 0, 'D4_Inverter_Discharge_State': 0, 'D6_Inverter_Enable_Lockout': 0, 'D3_Relay_6_Status': 0, 'D6_Inverter_Enable_State': 1, 'D7_BMS_Torque_Limiting': 0, 'D1_VSM_State': 'Motor Running State', 'D3_Relay_1_Status': 0, 'D7_Direction_Command': 0}"
1562356480282,65.113,0xa8,"{'D3_Id': 0.6000000000000001, 'D2_Flux_Feedback': -4.593, 'D1_Flux_Command': 0.051000000000000004, 'D4_Iq': -0.4}"
1562356481282,66.113,0xa7,"{'D1_DC_Bus_Voltage': 607.8000000000001, 'D4_VBC_Vq_Voltage': -12.5, 'D3_VAB_Vd_Voltage': 0.1, 'D2_Output_Voltage': 12.5}"
1562356482283,67.114,0xaa,"{'D4_Inverter_Run_Mode': 0, 'D3_Relay_3_Status': 1, 'D3_Relay_5_Status': 0, 'D3_Relay_4_Status': 0, 'D7_BMS_Active': 0, 'D5_Inverter_Command_Mode': 0, 'D2_Inverter_State': 'Idle Run', 'D3_Relay_2_Status': 0, 'D4_Inverter_Discharge_State': 0, 'D6_Inverter_Enable_Lockout': 0, 'D3_Relay_6_Status': 0, 'D6_Inverter_Enable_State': 1, 'D7_BMS_Torque_Limiting': 0, 'D1_VSM_State': 'Motor Running State', 'D3_Relay_1_Status': 0, 'D7_Direction_Command': 0}"
1562356483285,68.116,0xa8,"{'D3_Id': 0.0, 'D2_Flux_Feedback': -4.593, 'D1_Flux_Command': 0.051000000000000004, 'D4_Iq': -2.4000000000000004}"
1562356484285,69.116,0xa5,"{'D2_Motor_Speed': 180, 'D1_Motor_Angle_Electrical': 183.10000000000002, 'D3_Electrical_Output_Frequency': 30.0, 'D4_Delta_Resolver_Filtered': -89.4}"
1562356485286,70.117,0xa3,"{'D1_Analog_Input_1': 4.91, 'D6_Analog_Input_6': 4.93, 'D4_Analog_Input_4': 4.92, 'D3_Analog_Input_3': 4.92, 'D2_Analog_Input_2': 2.07, 'D5_Analog_Input_5': 4.93}"
1562356486291,71.122,0xad,"{'D4_Iq_Command': -1.4000000000000001, 'D2_Flux_Weakening_Output': 0.0, 'D1_Modulation_Index': 0.040100000000000004, 'D3_Id_Command': 0.0}"
1562356487292,72.123,0xac,"{'D1_Commanded_Torque': 0.9, 'D3_Power_On_Timer': 576.336, 'D2_Torque_Feedback': -0.8}"
1562356488293,73.124,0xab,"{'D1_Post_Fault_Lo': 0, 'D3_Run_Fault_Lo': 0, 'D4_Run_Fault_Hi': 0, 'D2_Post_Fault_Hi': 0}"
1562356489293,74.124,0xac,"{'D1_Commanded_Torque': 0.9, 'D3_Power_On_Timer': 578.3340000000001, 'D2_Torque_Feedback': -0.9}"
1562356490294,75.125,0xaa,"{'D4_Inverter_Run_Mode': 0, 'D3_Relay_3_Status': 1, 'D3_Relay_5_Status': 0, 'D3_Relay_4_Status': 0, 'D7_BMS_Active': 0, 'D5_Inverter_Command_Mode': 0, 'D2_Inverter_State': 'Idle Run', 'D3_Relay_2_Status': 0, 'D4_Inverter_Discharge_State': 0, 'D6_Inverter_Enable_Lockout': 0, 'D3_Relay_6_Status': 0, 'D6_Inverter_Enable_State': 1, 'D7_BMS_Torque_Limiting': 0, 'D1_VSM_State': 'Motor Running State', 'D3_Relay_1_Status': 0, 'D7_Direction_Command': 0}"
1562356491295,76.126,0xa8,"{'D3_Id': -1.3, 'D2_Flux_Feedback': -4.593, 'D1_Flux_Command': 0.051000000000000004, 'D4_Iq': -0.8}"
1562356492297,77.128,0xac,"{'D1_Commanded_Torque': 0.9, 'D3_Power_On_Timer': 581.322, 'D2_Torque_Feedback': 0.0}"
1562356493299,78.13,0xab,"{'D1_Post_Fault_Lo': 0, 'D3_Run_Fault_Lo': 0, 'D4_Run_Fault_Hi': 0, 'D2_Post_Fault_Hi': 0}"
1562356494303,79.134,0xad,"{'D4_Iq_Command': -1.5, 'D2_Flux_Weakening_Output': 0.0, 'D1_Modulation_Index': 0.0413, 'D3_Id_Command': 0.0}"
1562356495300,80.131,0xa6,"{'D1_Phase_A_Current': 1.1, 'D2_Phase_B_Current': -1.4000000000000001, 'D3_Phase_C_Current': 0.8, 'D4_DC_Bus_Current': 0.0}"
1562356496302,81.133,0xac,"{'D1_Commanded_Torque': 0.9, 'D3_Power_On_Timer': 585.318, 'D2_Torque_Feedback': -1.0}"
1562356497305,82.136,0xae,"{'D3_DateCode_MMDD': 1297, 'D2_SW_Version': 6580, 'D4_DateCode_YYYY': 8216, 'D1_Project_Code_EEP_Ver': 16}"
1562356498306,83.137,0xa6,"{'D1_Phase_A_Current': 0.30000000000000004, 'D2_Phase_B_Current': 1.0, 'D3_Phase_C_Current': -1.1, 'D4_DC_Bus_Current': 0.0}"
1562356499310,84.141,0xad,"{'D4_Iq_Command': -1.1, 'D2_Flux_Weakening_Output': 0.0, 'D1_Modulation_Index': 0.0374, 'D3_Id_Command': 0.0}"
1562356500310,85.141,0xac,"{'D1_Commanded_Torque': 0.9, 'D3_Power_On_Timer': 589.206, 'D2_Torque_Feedback': -1.0}"
1562356501311,86.142,0xab,"{'D1_Post_Fault_Lo': 0, 'D3_Run_Fault_Lo': 0, 'D4_Run_Fault_Hi': 0, 'D2_Post_Fault_Hi': 0}"
1562356502311,87.142,0xc0,"{'Speed_Mode_Enable': 0, 'Inverter_Discharge': 'Discharge Disable', 'Torque_Limit_Command': 0.0, 'Inverter_Enable': 'Turn the Inverter ON', 'Direction_Command': 'CW', 'Speed_Command': 0, 'Torque_Command': 1.0}"
1562356503313,88.144,0xac,"{'D1_Commanded_Torque': 0.9, 'D3_Power_On_Timer': 592.203, 'D2_Torque_Feedback': -1.8}"
1562356504313,89.144,0xa7,"{'D1_DC_Bus_Voltage': 607.8000000000001, 'D4_VBC_Vq_Voltage': -11.5, 'D3_VAB_Vd_Voltage': 0.2, 'D2_Output_Voltage': 11.5}"
1562356505315,90.146,0xa5,"{'D2_Motor_Speed': 182, 'D1_Motor_Angle_Electrical': 296.6, 'D3_Electrical_Output_Frequency': 30.200000000000003, 'D4_Delta_Resolver_Filtered': -89.7}"
1562356506319,91.15,0xc0,"{'Speed_Mode_Enable': 0, 'Inverter_Discharge': 'Discharge Disable', 'Torque_Limit_Command': 0.0, 'Inverter_Enable': 'Turn the Inverter ON', 'Direction_Command': 'CW', 'Speed_Command': 0, 'Torque_Command': 1.0}"
1562356507317,92.148,0xa5,"{'D2_Motor_Speed': 198, 'D1_Motor_Angle_Electrical': 215.3, 'D3_Electrical_Output_Frequency': 32.9, 'D4_Delta_Resolver_Filtered': -87.5}"
1562356508317,93.148,0xaa,"{'D4_Inverter_Run_Mode': 0, 'D3_Relay_3_Status': 1, 'D3_Relay_5_Status': 0, 'D3_Relay_4_Status': 0, 'D7_BMS_Active': 0, 'D5_Inverter_Command_Mode': 0, 'D2_Inverter_State': 'Idle Run', 'D3_Relay_2_Status': 0, 'D4_Inverter_Discharge_State': 0, 'D6_Inverter_Enable_Lockout': 0, 'D3_Relay_6_Status': 0, 'D6_Inverter_Enable_State': 1, 'D7_BMS_Torque_Limiting': 0, 'D1_VSM_State': 'Motor Running State', 'D3_Relay_1_Status': 0, 'D7_Direction_Command': 0}"
1562356509319,94.15,0xa8,"{'D3_Id': -0.2, 'D2_Flux_Feedback': -4.593, 'D1_Flux_Command': 0.051000000000000004, 'D4_Iq': -4.1000000000000005}"
1562356510320,95.151,0xa7,"{'D1_DC_Bus_Voltage': 607.4, 'D4_VBC_Vq_Voltage': -31.900000000000002, 'D3_VAB_Vd_Voltage': 0.4, 'D2_Output_Voltage': 31.900000000000002}"
1562356511320,96.151,0xa3,"{'D1_Analog_Input_1': 4.92, 'D6_Analog_Input_6': 4.93, 'D4_Analog_Input_4': 4.92, 'D3_Analog_Input_3': 4.92, 'D2_Analog_Input_2': 2.07, 'D5_Analog_Input_5': 4.93}"
1562356512324,97.155,0xad,"{'D4_Iq_Command': -2.6, 'D2_Flux_Weakening_Output': 0.0, 'D1_Modulation_Index': 0.10930000000000001, 'D3_Id_Command': 0.0}"
1562356513322,98.153,0xac,"{'D1_Commanded_Torque': 1.9000000000000001, 'D3_Power_On_Timer': 602.202, 'D2_Torque_Feedback': -3.5}"
1562356514326,99.157,0xad,"{'D4_Iq_Command': -2.7, 'D2_Flux_Weakening_Output': 0.0, 'D1_Modulation_Index': 0.11220000000000001, 'D3_Id_Command': 0.0}"
1562356515327,100.158,0xa9,"{'D3_Reference_Voltage_5_0': 5.08, 'D1_Reference_Voltage_1_5': 1.51, 'D4_Reference_Voltage_12_0': 11.08, 'D2_Reference_Voltage_2_5': 2.5100000000000002}"
1562356516329,101.16,0xac,"{'D1_Commanded_Torque': 1.9000000000000001, 'D3_Power_On_Timer': 605.208, 'D2_Torque_Feedback': -2.5}"
1562356517330,102.161,0xab,"{'D1_Post_Fault_Lo': 0, 'D3_Run_Fault_Lo': 0, 'D4_Run_Fault_Hi': 0, 'D2_Post_Fault_Hi': 0}"
1562356518331,103.162,0xa8,"{'D3_Id': -2.6, 'D2_Flux_Feedback': -4.593, 'D1_Flux_Command': 0.051000000000000004, 'D4_Iq': -5.2}"
1562356519332,104.163,0xa6,"{'D1_Phase_A_Current': -1.1, 'D2_Phase_B_Current': 3.6, 'D3_Phase_C_Current': 1.5, 'D4_DC_Bus_Current': 0.2}"
1562356520333,105.164,0xa4,"{'D2_Digital_Input_2': 0, 'D7_Digital_Input_7': 0, 'D3_Digital_Input_3': 0, 'D1_Digital_Input_1': 0, 'D8_Digital_Input_8': 0, 'D5_Digital_Input_5': 0, 'D6_Digital_Input_6': 0, 'D4_Digital_Input_4': 0}"
1562356521334,106.165,0xa8,"{'D3_Id': 0.6000000000000001, 'D2_Flux_Feedback': -4.593, 'D1_Flux_Command': 0.051000000000000004, 'D4_Iq': -1.9000000000000001}"
1562356522337,107.168,0xa7,"{'D1_DC_Bus_Voltage': 607.4, 'D4_VBC_Vq_Voltage': -36.6, 'D3_VAB_Vd_Voltage': 0.4, 'D2_Output_Voltage': 36.5}"
1562356523337,108.168,0xa6,"{'D1_Phase_A_Current': 0.9, 'D2_Phase_B_Current': 4.0, 'D3_Phase_C_Current': -1.5, 'D4_DC_Bus_Current': 0.4}"
1562356524338,109.169,0xa7,"{'D1_DC_Bus_Voltage': 607.6, 'D4_VBC_Vq_Voltage': -39.300000000000004, 'D3_VAB_Vd_Voltage': 0.4, 'D2_Output_Voltage': 39.300000000000004}"
1562356525341,110.172,0xae,"{'D3_DateCode_MMDD': 1297, 'D2_SW_Version': 6580, 'D4_DateCode_YYYY': 8216, 'D1_Project_Code_EEP_Ver': 16}"
1562356526341,111.172,0xaa,"{'D4_Inverter_Run_Mode': 0, 'D3_Relay_3_Status': 1, 'D3_Relay_5_Status': 0, 'D3_Relay_4_Status': 0, 'D7_BMS_Active': 0, 'D5_Inverter_Command_Mode': 0, 'D2_Inverter_State': 'Idle Run', 'D3_Relay_2_Status': 0, 'D4_Inverter_Discharge_State': 0, 'D6_Inverter_Enable_Lockout': 0, 'D3_Relay_6_Status': 0, 'D6_Inverter_Enable_State': 1, 'D7_BMS_Torque_Limiting': 0, 'D1_VSM_State': 'Motor Running State', 'D3_Relay_1_Status': 0, 'D7_Direction_Command': 0}"
1562356527342,112.173,0xc0,"{'Speed_Mode_Enable': 0, 'Inverter_Discharge': 'Discharge Disable', 'Torque_Limit_Command': 0.0, 'Inverter_Enable': 'Turn the Inverter ON', 'Direction_Command': 'CW', 'Speed_Command': 0, 'Torque_Command': 3.0}"
1562356528343,113.174,0xa4,"{'D2_Digital_Input_2': 0, 'D7_Digital_Input_7': 0, 'D3_Digital_Input_3': 0, 'D1_Digital_Input_1': 0, 'D8_Digital_Input_8': 0, 'D5_Digital_Input_5': 0, 'D6_Digital_Input_6': 0, 'D4_Digital_Input_4': 0}"
1562356529348,114.179,0xac,"{'D1_Commanded_Torque': 2.9000000000000004, 'D3_Power_On_Timer': 618.2040000000001, 'D2_Torque_Feedback': -1.5}"
1562356530351,115.182,0xad,"{'D4_Iq_Command': -3.9000000000000004, 'D2_Flux_Weakening_Output': 0.0, 'D1_Modulation_Index': 0.1375, 'D3_Id_Command': 0.0}"
1562356531352,116.183,0xac,"{'D1_Commanded_Torque': 2.9000000000000004, 'D3_Power_On_Timer': 620.211, 'D2_Torque_Feedback': -3.9000000000000004}"
1562356532353,117.184,0xad,"{'D4_Iq_Command': -3.8000000000000003, 'D2_Flux_Weakening_Output': 0.0, 'D1_Modulation_Index': 0.1368, 'D3_Id_Command': 0.0}"
1562356533354,118.185,0xac,"{'D1_Commanded_Torque': 2.9000000000000004, 'D3_Power_On_Timer': 622.2090000000001, 'D2_Torque_Feedback': -3.6}"
1562356534355,119.186,0xaa,"{'D4_Inverter_Run_Mode': 0, 'D3_Relay_3_Status': 1, 'D3_Relay_5_Status': 0, 'D3_Relay_4_Status': 0, 'D7_BMS_Active': 0, 'D5_Inverter_Command_Mode': 0, 'D2_Inverter_State': 'Idle Run', 'D3_Relay_2_Status': 0, 'D4_Inverter_Discharge_State': 0, 'D6_Inverter_Enable_Lockout': 0, 'D3_Relay_6_Status': 0, 'D6_Inverter_Enable_State': 1, 'D7_BMS_Torque_Limiting': 0, 'D1_VSM_State': 'Motor Running State', 'D3_Relay_1_Status': 0, 'D7_Direction_Command': 0}"
